person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
25,56900,9.0,25000,7.51,0,0.44,3,False,False,False,False,False,False,False,False,False,False
21,57000,5.0,8000,10.65,0,0.14,3,False,True,False,True,False,False,False,False,False,False
23,42000,1.0,7500,10.33,0,0.18,4,False,False,True,True,False,False,False,False,False,False
23,36000,1.0,7500,12.61,1,0.21,2,False,False,True,False,False,True,False,False,False,True
22,57000,6.0,11425,9.91,0,0.2,4,False,False,False,True,False,False,False,False,False,False
25,57000,5.0,13000,8.9,0,0.23,2,False,False,False,False,False,False,False,False,False,False
22,44000,0.0,7500,8.32,0,0.17,3,False,False,True,False,False,False,False,False,False,False
23,57000,7.0,9250,5.99,0,0.16,4,False,False,False,False,False,False,False,False,False,False
22,49000,7.0,7500,6.62,0,0.15,3,False,False,True,False,False,False,False,False,False,False
25,50000,3.0,7500,10.99,0,0.15,2,False,False,True,True,False,False,False,False,False,False
25,57000,5.0,12000,13.23,0,0.21,3,False,True,False,False,True,False,False,False,False,False
22,50000,1.0,7500,8.32,0,0.15,4,False,False,True,False,False,False,False,False,False,False
22,57000,5.0,7500,11.86,0,0.13,3,False,False,False,True,False,False,False,False,False,False
22,57000,5.0,7500,10.25,0,0.13,2,False,False,False,True,False,False,False,False,False,False
22,51000,6.0,7500,5.99,0,0.15,2,False,False,True,False,False,False,False,False,False,False
23,60000,4.0,7500,7.66,0,0.13,2,False,False,True,False,False,False,False,False,False,False
24,57431,8.0,4000,6.76,0,0.07,3,False,False,False,False,False,False,False,False,False,False
22,60000,3.0,7500,6.17,0,0.13,3,False,False,True,False,False,False,False,False,False,False
23,57504,7.0,10000,8.59,0,0.17,2,False,False,False,False,False,False,False,False,False,False
24,68000,0.0,7500,11.99,0,0.11,2,False,False,True,True,False,False,False,False,False,False
23,51600,1.0,4800,10.99,1,0.09,3,False,False,False,True,False,False,False,False,False,False
22,57600,1.0,6000,10.0,0,0.1,2,False,False,False,True,False,False,False,False,False,False
23,57600,7.0,5000,5.79,0,0.09,3,False,False,False,False,False,False,False,False,False,False
25,57600,4.0,7000,7.88,0,0.12,3,False,False,False,False,False,False,False,False,False,False
23,57700,7.0,3500,10.65,0,0.06,4,False,False,False,True,False,False,False,False,False,False
23,57744,7.0,2500,10.37,0,0.04,2,False,False,False,True,False,False,False,False,False,False
26,58000,2.0,3000,6.92,0,0.05,4,False,False,False,False,False,False,False,False,False,False
25,65000,6.0,7675,15.33,0,0.12,3,False,False,True,False,False,True,False,False,False,True
25,24000,6.0,7700,8.9,1,0.32,3,False,False,True,False,False,False,False,False,False,False
23,29772,3.0,7700,16.77,1,0.26,4,False,False,True,False,False,True,False,False,False,True
23,52000,7.0,5000,11.48,1,0.1,2,False,False,False,True,False,False,False,False,False,False
22,48000,1.0,7750,7.74,0,0.16,2,False,False,True,False,False,False,False,False,False,False
25,100000,9.0,7750,9.99,1,0.08,4,False,False,True,True,False,False,False,False,False,False
23,33000,0.0,7800,10.95,1,0.24,2,False,False,True,True,False,False,False,False,False,False
24,33600,1.0,7800,16.49,1,0.23,4,False,False,True,False,False,True,False,False,False,False
25,58000,2.0,2750,12.86,0,0.05,4,False,False,False,False,False,True,False,False,False,True
24,45000,3.0,7800,7.51,0,0.17,3,False,False,True,False,False,False,False,False,False,False
22,32000,0.0,7875,14.91,1,0.25,2,False,False,True,False,False,True,False,False,False,False
23,58600,6.0,7800,7.9,0,0.13,4,False,False,False,False,False,False,False,False,False,False
22,58896,6.0,9500,6.76,0,0.16,3,False,False,False,False,False,False,False,False,False,False
26,58900,8.0,6400,8.63,0,0.11,3,False,False,False,False,False,False,False,False,False,False
26,59000,9.0,6000,7.51,0,0.1,4,False,False,False,False,False,False,False,False,False,False
23,59000,7.0,3600,7.51,0,0.06,2,False,False,False,False,False,False,False,False,False,False
21,53000,4.0,14400,7.49,1,0.27,2,False,False,False,False,False,False,False,False,False,False
24,59000,5.0,8000,6.54,0,0.14,4,False,False,False,False,False,False,False,False,False,False
23,24000,7.0,8000,7.29,1,0.33,2,False,False,True,False,False,False,False,False,False,False
21,59000,5.0,5600,11.49,0,0.09,4,False,False,False,True,False,False,False,False,False,False
23,25000,6.0,8000,13.61,1,0.32,4,False,False,True,False,True,False,False,False,False,True
26,59020,10.0,7000,10.0,0,0.12,2,False,False,False,True,False,False,False,False,False,False
26,59500,8.0,5100,10.37,0,0.09,4,False,False,False,True,False,False,False,False,False,False
22,59600,6.0,6000,5.42,0,0.1,3,False,False,False,False,False,False,False,False,False,False
25,59650,9.0,10000,13.61,0,0.17,2,False,False,False,False,True,False,False,False,False,True
26,30000,5.0,8000,12.99,0,0.27,2,False,False,True,False,True,False,False,False,False,False
26,60000,9.0,7200,13.49,0,0.12,2,False,False,False,False,True,False,False,False,False,False
24,30000,8.0,8000,9.25,0,0.27,2,False,False,True,True,False,False,False,False,False,False
24,60000,8.0,18000,7.9,0,0.3,3,False,False,False,False,False,False,False,False,False,False
25,30000,5.0,8000,12.87,0,0.27,4,False,False,True,False,True,False,False,False,False,False
22,30000,0.0,8000,9.32,0,0.27,4,False,False,True,False,False,False,False,False,False,False
23,30188,3.0,8000,14.65,0,0.27,2,False,False,True,False,True,False,False,False,False,False
23,60000,3.0,12000,15.27,0,0.2,4,False,False,False,False,True,False,False,False,False,True
25,31416,5.0,8000,12.61,0,0.25,4,False,False,True,False,True,False,False,False,False,True
23,60000,3.0,12000,10.65,0,0.2,2,False,False,False,True,False,False,False,False,False,False
22,60000,6.0,10000,8.9,0,0.17,4,False,False,False,False,False,False,False,False,False,False
23,60000,0.0,8000,7.51,0,0.13,2,False,False,False,False,False,False,False,False,False,False
26,60000,10.0,8000,16.77,0,0.13,2,False,False,False,False,False,True,False,False,False,False
23,60000,7.0,6000,8.9,0,0.1,4,False,False,False,False,False,False,False,False,False,False
22,31200,0.0,8000,14.3,1,0.26,3,False,False,True,False,False,True,False,False,False,True
23,38000,5.0,8000,10.65,0,0.21,3,False,False,True,True,False,False,False,False,False,False
25,60000,2.0,6900,9.99,0,0.12,3,False,False,False,True,False,False,False,False,False,False
22,39860,6.0,8000,11.11,0,0.2,3,False,False,True,True,False,False,False,False,False,False
22,39996,2.0,8000,7.14,0,0.2,4,False,False,True,False,False,False,False,False,False,False
22,60000,2.0,5200,5.99,0,0.09,2,False,False,False,False,False,False,False,False,False,False
23,33996,7.0,8000,10.95,1,0.24,3,False,False,True,True,False,False,False,False,False,False
25,60000,10.0,3600,5.99,0,0.06,3,False,False,False,False,False,False,False,False,False,False
24,40000,2.0,8000,6.17,0,0.2,2,False,False,True,False,False,False,False,False,False,False
21,35000,0.0,8000,19.79,1,0.23,4,False,False,True,False,False,False,False,True,False,True
25,60000,5.0,10425,8.49,0,0.17,4,False,False,False,False,False,False,False,False,False,False
24,60000,8.0,9600,12.99,0,0.16,2,False,False,False,False,True,False,False,False,False,False
25,60000,9.0,1800,8.49,0,0.03,4,False,False,False,False,False,False,False,False,False,False
24,36000,1.0,8000,12.12,1,0.22,4,False,False,True,True,False,False,False,False,False,False
24,36000,6.0,8000,15.28,1,0.22,3,False,False,True,False,False,True,False,False,False,False
25,36000,9.0,8000,12.73,1,0.22,2,False,False,True,False,True,False,False,False,False,True
23,60000,7.0,2000,15.23,0,0.03,2,False,False,False,False,True,False,False,False,False,True
24,36816,0.0,8000,10.65,1,0.22,4,False,False,True,True,False,False,False,False,False,False
23,42996,3.0,8000,11.11,0,0.19,2,False,False,True,True,False,False,False,False,False,False
22,60000,1.0,10000,5.42,0,0.17,2,False,False,False,False,False,False,False,False,False,False
26,44000,10.0,8000,13.8,0,0.18,3,False,False,True,False,True,False,False,False,False,False
22,60000,6.0,12000,13.99,0,0.2,3,False,False,False,False,True,False,False,False,False,True
23,60000,7.0,3800,5.42,0,0.06,3,False,False,False,False,False,False,False,False,False,False
25,45000,4.0,8000,10.38,0,0.18,3,False,False,True,True,False,False,False,False,False,False
26,45000,3.0,8000,15.33,0,0.18,4,False,False,True,False,False,True,False,False,False,True
25,39000,4.0,8000,11.34,1,0.21,2,False,False,True,False,True,False,False,False,False,True
23,45286,5.0,8000,7.29,0,0.18,4,False,False,True,False,False,False,False,False,False,False
23,46330,0.0,8000,10.65,0,0.17,4,False,False,True,True,False,False,False,False,False,False
26,47000,0.0,8000,10.0,0,0.17,4,False,False,True,True,False,False,False,False,False,False
24,60000,7.0,10000,10.37,0,0.17,4,False,True,False,True,False,False,False,False,False,False
26,60000,6.0,3050,7.29,0,0.05,3,False,False,False,False,False,False,False,False,False,False
22,60000,7.0,12000,10.0,0,0.2,3,False,False,False,True,False,False,False,False,False,False
25,48000,2.0,8000,13.11,0,0.17,4,False,False,True,False,True,False,False,False,False,False
24,50000,8.0,8000,15.96,0,0.16,3,False,False,True,False,True,False,False,False,False,False
22,60000,6.0,2000,6.54,0,0.03,3,False,False,False,False,False,False,False,False,False,False
22,50000,2.0,8000,12.18,0,0.16,4,False,False,True,True,False,False,False,False,False,False
23,60000,6.0,2000,10.36,0,0.03,2,False,False,False,True,False,False,False,False,False,False
22,50000,2.0,8000,13.16,0,0.16,2,False,False,True,False,True,False,False,False,False,True
21,60000,5.0,6000,6.91,0,0.1,4,False,False,False,False,False,False,False,False,False,False
23,60000,4.0,20000,6.54,0,0.33,3,False,False,False,False,False,False,False,False,False,False
26,46000,3.0,8000,14.42,1,0.17,2,False,False,True,False,False,True,False,False,False,False
22,60000,3.0,8700,15.58,0,0.14,4,False,True,False,False,False,True,False,False,False,True
22,48996,0.0,8000,14.96,1,0.16,2,False,False,True,False,False,True,False,False,False,True
23,60000,5.0,15000,15.21,0,0.25,3,False,False,False,False,False,True,False,False,False,True
23,55000,2.0,8000,10.65,0,0.15,2,False,False,True,True,False,False,False,False,False,False
22,55000,6.0,8000,11.71,0,0.15,3,False,False,True,True,False,False,False,False,False,False
24,60000,6.0,2400,13.61,0,0.04,4,False,False,False,False,True,False,False,False,False,True
24,60000,2.0,2600,11.49,0,0.04,4,False,False,False,True,False,False,False,False,False,False
24,60000,9.0,5000,7.88,0,0.08,4,False,False,False,False,False,False,False,False,False,False
25,60000,6.0,8000,9.63,0,0.13,3,False,False,True,True,False,False,False,False,False,False
23,60000,3.0,13000,7.88,0,0.22,4,False,False,False,False,False,False,False,False,False,False
22,60000,6.0,8000,11.14,0,0.13,3,False,False,True,True,False,False,False,False,False,False
22,55000,5.0,8000,15.31,1,0.15,4,False,False,True,False,False,True,False,False,False,False
24,54000,7.0,5200,10.37,1,0.1,3,False,False,True,True,False,False,False,False,False,False
25,65000,0.0,5200,9.99,0,0.08,3,False,False,True,True,False,False,False,False,False,False
26,60000,3.0,11500,7.88,0,0.19,2,False,False,False,False,False,False,False,False,False,False
26,56000,1.0,5100,8.0,0,0.09,4,False,False,True,False,False,False,False,False,False,False
25,33600,5.0,5075,5.79,0,0.15,2,False,False,True,False,False,False,False,False,False,False
23,60000,0.0,8000,12.53,0,0.13,2,False,True,False,True,False,False,False,False,False,False
22,74000,4.0,5050,5.42,0,0.07,3,False,False,True,False,False,False,False,False,False,False
21,10000,0.0,5000,12.17,1,0.5,2,False,False,True,False,False,True,False,False,False,True
23,60000,7.0,2000,14.26,0,0.03,3,False,False,False,False,True,False,False,False,False,True
26,60000,10.0,1200,7.4,0,0.02,4,False,False,False,False,False,False,False,False,False,False
25,60000,3.0,16000,13.57,0,0.27,4,False,True,False,False,True,False,False,False,False,True
25,60000,9.0,10200,13.92,0,0.17,4,False,False,False,False,True,False,False,False,False,True
23,60000,7.0,9500,12.53,0,0.16,2,False,False,False,True,False,False,False,False,False,False
26,16120,2.0,5000,11.58,1,0.31,3,False,False,True,True,False,False,False,False,False,False
22,60000,6.0,12900,11.14,0,0.21,4,False,False,False,True,False,False,False,False,False,False
25,60000,2.0,1800,12.21,0,0.03,2,False,False,False,True,False,False,False,False,False,False
24,60000,8.0,10000,14.42,0,0.17,4,False,False,False,False,False,True,False,False,False,False
24,60000,7.0,10000,9.63,0,0.17,2,False,False,False,False,False,False,False,False,False,False
26,21000,3.0,5000,6.99,0,0.24,3,False,False,True,False,False,False,False,False,False,False
24,21120,3.0,5000,11.71,1,0.24,2,False,False,True,True,False,False,False,False,False,False
24,60000,0.0,15000,11.89,0,0.25,2,False,False,False,True,False,False,False,False,False,False
25,60000,2.0,10000,12.21,0,0.17,3,False,False,False,True,False,False,False,False,False,False
23,21600,5.0,5000,13.06,1,0.23,4,False,False,True,False,True,False,False,False,False,True
22,60000,4.0,3000,13.16,0,0.05,2,False,False,False,False,True,False,False,False,False,False
23,60000,0.0,10000,11.26,0,0.17,3,False,False,False,True,False,False,False,False,False,False
21,22000,5.0,5000,15.7,0,0.23,3,False,False,True,False,False,True,False,False,False,True
25,22000,3.0,5000,16.32,1,0.23,3,False,False,True,False,False,False,True,False,False,False
23,24000,4.0,5000,6.62,0,0.21,4,False,False,True,False,False,False,False,False,False,False
23,60000,1.0,9900,9.76,0,0.17,3,False,False,False,True,False,False,False,False,False,False
26,60000,0.0,9800,7.75,0,0.16,3,False,False,False,False,False,False,False,False,False,False
23,24000,5.0,5000,10.75,0,0.21,3,False,False,True,True,False,False,False,False,False,False
22,24000,2.0,5000,8.94,0,0.21,3,False,False,True,False,False,False,False,False,False,False
22,24044,2.0,5000,8.9,0,0.21,3,False,False,True,False,False,False,False,False,False,False
24,60204,8.0,10000,7.49,0,0.17,4,False,False,False,False,False,False,False,False,False,False
25,60500,6.0,17000,12.42,0,0.28,2,False,True,False,True,False,False,False,False,False,False
22,26000,6.0,5000,11.99,0,0.19,2,False,False,True,True,False,False,False,False,False,False
26,60996,2.0,12000,12.21,0,0.2,4,False,False,False,True,False,False,False,False,False,False
23,61000,1.0,12000,11.71,0,0.2,2,False,True,False,True,False,False,False,False,False,False
26,61000,10.0,12000,10.99,0,0.2,3,False,False,False,True,False,False,False,False,False,False
26,61000,4.0,8000,7.49,0,0.13,2,False,False,False,False,False,False,False,False,False,False
24,61000,7.0,3000,15.62,0,0.05,3,False,False,False,False,False,True,False,False,False,False
24,27500,0.0,5000,15.07,1,0.18,4,False,False,True,False,False,False,True,False,False,True
26,61000,10.0,4200,7.29,0,0.07,4,False,False,False,False,False,False,False,False,False,False
22,62000,6.0,8000,5.42,0,0.13,3,False,False,True,False,False,False,False,False,False,False
24,61000,4.0,10000,15.65,0,0.16,3,False,False,False,False,False,True,False,False,False,False
26,62000,7.0,8000,12.99,0,0.13,4,False,False,True,False,True,False,False,False,False,False
26,61000,3.0,7500,10.25,0,0.12,4,False,False,False,True,False,False,False,False,False,False
26,65000,4.0,8000,6.92,0,0.12,4,False,False,True,False,False,False,False,False,False,False
24,65000,5.0,8000,9.63,0,0.12,3,False,False,True,True,False,False,False,False,False,False
25,61200,1.0,5650,7.66,0,0.09,4,False,False,False,False,False,False,False,False,False,False
23,55200,1.0,15250,15.68,1,0.28,2,False,False,False,False,False,False,True,False,False,False
23,65000,6.0,8000,9.32,0,0.12,3,False,False,True,False,False,False,False,False,False,False
24,61289,8.0,2000,11.49,0,0.03,4,False,False,False,True,False,False,False,False,False,False
23,55365,4.0,25000,19.04,1,0.45,4,False,False,False,False,False,False,False,True,False,False
24,65004,4.0,8000,8.49,0,0.12,2,False,False,True,False,False,False,False,False,False,False
23,61498,5.0,5000,11.36,0,0.08,2,False,False,False,True,False,False,False,False,False,False
23,61615,4.0,13000,10.62,0,0.21,4,False,False,False,True,False,False,False,False,False,False
25,70000,4.0,8000,15.96,0,0.11,3,False,False,True,False,True,False,False,False,False,True
24,61717,8.0,3200,7.68,0,0.05,4,False,True,False,False,False,False,False,False,False,False
26,62000,0.0,12000,7.9,0,0.19,2,False,False,False,False,False,False,False,False,False,False
22,64000,0.0,8000,14.84,1,0.13,2,False,False,True,False,False,True,False,False,False,False
25,70000,3.0,8000,14.26,0,0.11,4,False,False,True,False,True,False,False,False,False,False
24,62000,8.0,5875,6.03,0,0.09,2,False,False,False,False,False,False,False,False,False,False
22,62000,6.0,5000,6.03,0,0.08,4,False,False,False,False,False,False,False,False,False,False
23,75000,5.0,8000,13.79,0,0.11,3,False,False,True,False,True,False,False,False,False,False
23,75638,2.0,8000,5.99,0,0.11,4,False,False,True,False,False,False,False,False,False,False
26,76000,6.0,8000,13.11,0,0.11,3,False,False,True,False,True,False,False,False,False,False
22,84996,2.0,8000,13.92,0,0.09,3,False,False,True,False,True,False,False,False,False,True
26,86502,7.0,8000,10.36,0,0.09,3,False,False,True,True,False,False,False,False,False,False
23,62000,1.0,6500,10.95,0,0.1,3,False,False,False,True,False,False,False,False,False,False
22,91000,6.0,8000,6.92,0,0.09,4,False,False,True,False,False,False,False,False,False,False
22,91000,2.0,8000,11.86,0,0.09,3,False,False,True,True,False,False,False,False,False,False
25,95000,4.0,8000,15.23,0,0.08,4,False,False,True,False,True,False,False,False,False,False
25,95000,8.0,8000,10.99,0,0.08,3,False,False,True,True,False,False,False,False,False,False
26,99996,7.0,8000,16.32,0,0.08,3,False,False,True,False,False,True,False,False,False,True
23,56004,7.0,15000,11.26,1,0.27,2,False,False,False,True,False,False,False,False,False,False
26,62100,8.0,1600,12.61,0,0.03,4,False,False,False,False,True,False,False,False,False,False
26,62200,0.0,18000,16.63,0,0.29,3,False,False,False,False,False,False,True,False,False,False
24,110000,4.0,8000,5.99,0,0.07,3,False,False,True,False,False,False,False,False,False,False
22,108000,1.0,8000,16.29,1,0.07,2,False,False,True,False,False,True,False,False,False,True
26,62361,6.0,21650,12.69,0,0.35,4,False,False,False,True,False,False,False,False,False,False
23,126000,0.0,8000,13.23,0,0.06,3,False,False,True,False,True,False,False,False,False,False
24,62400,8.0,4000,8.9,0,0.06,4,False,False,False,False,False,False,False,False,False,False
22,56400,6.0,25000,16.4,1,0.44,3,False,False,False,False,False,False,True,False,False,False
26,183700,2.0,8000,15.62,1,0.04,4,False,False,True,False,False,True,False,False,False,True
22,54000,4.0,8075,13.06,0,0.15,3,False,False,True,False,True,False,False,False,False,False
22,62500,6.0,10000,5.99,0,0.16,3,False,False,False,False,False,False,False,False,False,False
23,55000,7.0,8200,13.11,0,0.15,3,False,False,True,False,True,False,False,False,False,True
24,62500,8.0,6500,13.22,0,0.1,2,False,True,False,False,True,False,False,False,False,True
25,63000,9.0,14000,12.42,0,0.22,2,False,False,False,True,False,False,False,False,False,False
26,31200,4.0,8325,13.49,0,0.27,3,False,False,True,False,True,False,False,False,False,False
23,63000,2.0,10000,10.59,0,0.16,2,False,False,False,True,False,False,False,False,False,False
21,63000,2.0,10000,10.59,0,0.16,2,False,False,False,True,False,False,False,False,False,False
25,36000,9.0,8400,18.64,0,0.23,4,False,False,True,False,False,False,True,False,False,True
23,63000,7.0,6800,7.66,0,0.11,4,False,False,False,False,False,False,False,False,False,False
23,39000,5.0,8400,13.79,1,0.22,2,False,False,True,False,True,False,False,False,False,False
22,63000,6.0,8950,10.99,0,0.14,4,False,False,False,True,False,False,False,False,False,False
22,51420,6.0,8400,11.97,0,0.16,3,False,False,True,False,True,False,False,False,False,True
22,63000,3.0,10000,8.94,0,0.16,4,False,False,False,False,False,False,False,False,False,False
24,63000,8.0,20000,19.13,0,0.32,3,False,False,False,False,False,False,False,True,False,True
24,63000,8.0,11400,13.79,0,0.18,4,False,False,False,False,True,False,False,False,False,False
24,60000,7.0,8400,6.17,0,0.14,3,False,False,True,False,False,False,False,False,False,False
23,61000,2.0,8400,14.84,1,0.14,2,False,False,True,False,False,True,False,False,False,False
26,68926,4.0,8400,17.27,0,0.12,2,False,False,True,False,False,True,False,False,False,False
22,63400,6.0,10500,9.99,0,0.17,2,False,False,False,True,False,False,False,False,False,False
26,30500,1.0,8600,14.96,1,0.28,4,False,False,True,False,False,True,False,False,False,True
22,64000,3.0,9600,8.49,0,0.15,3,False,False,False,False,False,False,False,False,False,False
22,64000,4.0,14000,13.23,0,0.22,3,False,False,False,False,True,False,False,False,False,True
26,64000,2.0,8000,14.96,0,0.13,2,False,False,False,False,False,True,False,False,False,True
23,26976,4.0,9000,7.51,1,0.33,4,False,False,True,False,False,False,False,False,False,False
26,64212,5.0,9600,14.27,0,0.15,2,False,False,False,False,True,False,False,False,False,True
22,64260,6.0,9200,13.43,0,0.14,3,False,False,False,False,True,False,False,False,False,True
24,31200,7.0,9000,10.38,0,0.29,4,False,False,True,True,False,False,False,False,False,False
25,64500,4.0,12000,13.48,0,0.19,4,False,True,False,False,True,False,False,False,False,True
25,33000,3.0,9000,5.79,0,0.27,3,False,False,True,False,False,False,False,False,False,False
21,33600,5.0,9000,11.86,1,0.27,4,False,False,True,True,False,False,False,False,False,False
23,64800,7.0,4000,13.99,0,0.06,2,False,False,False,False,True,False,False,False,False,True
26,65000,9.0,3000,18.25,0,0.05,4,False,False,False,False,False,True,False,False,False,True
25,59000,4.0,3000,16.29,1,0.05,3,False,False,False,False,False,True,False,False,False,True
23,65000,6.0,6000,10.65,0,0.09,2,False,True,False,True,False,False,False,False,False,False
23,39600,7.0,9000,11.99,0,0.23,3,False,False,True,True,False,False,False,False,False,False
24,65000,3.0,12000,9.91,0,0.18,3,False,False,False,True,False,False,False,False,False,False
24,65000,8.0,6300,11.71,0,0.1,2,False,False,False,True,False,False,False,False,False,False
22,65000,0.0,7200,8.9,0,0.11,2,False,False,False,False,False,False,False,False,False,False
25,40000,1.0,9000,12.53,0,0.23,2,False,False,True,False,True,False,False,False,False,False
23,65000,0.0,12000,7.9,0,0.18,3,False,False,False,False,False,False,False,False,False,False
24,65000,2.0,8000,12.69,0,0.12,2,False,False,False,True,False,False,False,False,False,False
26,42600,3.0,9000,14.96,0,0.21,2,False,False,True,False,False,True,False,False,False,False
24,65000,9.0,4200,15.27,0,0.06,2,False,False,False,False,True,False,False,False,False,False
26,43000,0.0,9000,13.85,0,0.21,4,False,False,True,False,True,False,False,False,False,True
24,65000,8.0,3300,7.51,0,0.05,4,False,False,False,False,False,False,False,False,False,False
25,44640,4.0,9000,10.65,0,0.2,4,False,False,True,True,False,False,False,False,False,False
22,45000,7.0,9000,7.9,0,0.2,3,False,False,True,False,False,False,False,False,False,False
22,45004,1.0,9000,14.35,0,0.2,4,False,False,True,False,True,False,False,False,False,True
24,65000,6.0,4400,16.89,0,0.07,2,False,True,False,False,False,True,False,False,False,False
26,46000,4.0,9000,7.14,0,0.2,3,False,False,True,False,False,False,False,False,False,False
24,46000,4.0,9000,13.22,0,0.2,3,False,False,True,False,True,False,False,False,False,False
23,46200,5.0,9000,9.99,0,0.19,3,False,False,True,True,False,False,False,False,False,False
26,48000,7.0,9000,8.94,0,0.19,3,False,False,True,False,False,False,False,False,False,False
25,48000,3.0,9000,13.79,0,0.19,2,False,False,True,False,True,False,False,False,False,True
22,49500,0.0,9000,14.35,0,0.18,4,False,False,True,False,True,False,False,False,False,True
25,65000,1.0,12000,7.49,0,0.18,4,False,False,False,False,False,False,False,False,False,False
24,65000,1.0,6000,10.99,0,0.09,2,False,False,False,True,False,False,False,False,False,False
23,50000,7.0,9000,12.18,0,0.18,4,False,False,True,True,False,False,False,False,False,False
22,52000,6.0,9000,14.11,0,0.17,3,False,False,True,False,False,True,False,False,False,True
24,65000,7.0,1525,5.42,0,0.02,3,False,False,False,False,False,False,False,False,False,False
24,65000,8.0,6000,6.99,0,0.09,2,False,True,False,False,False,False,False,False,False,False
24,65000,8.0,10000,11.99,0,0.15,4,False,False,False,True,False,False,False,False,False,False
23,65000,1.0,10800,10.0,0,0.17,4,False,False,False,True,False,False,False,False,False,False
25,65000,9.0,5000,7.29,0,0.08,4,False,False,False,False,False,False,False,False,False,False
23,65000,8.0,9600,14.17,0,0.15,4,False,True,False,False,True,False,False,False,False,True
22,62000,6.0,9200,12.98,0,0.15,3,False,False,True,False,True,False,False,False,False,False
25,65000,1.0,15000,11.12,0,0.23,4,False,False,False,True,False,False,False,False,False,False
22,65000,2.0,13000,14.35,0,0.2,4,False,False,False,False,True,False,False,False,False,True
23,36707,3.0,9250,16.32,0,0.25,4,False,False,True,False,False,True,False,False,False,True
24,65000,6.0,11000,11.49,0,0.17,2,False,False,False,True,False,False,False,False,False,False
21,39000,5.0,9250,9.91,0,0.24,4,False,False,True,True,False,False,False,False,False,False
22,30000,1.0,9375,11.71,1,0.31,2,False,False,True,True,False,False,False,False,False,False
24,65000,8.0,2500,6.39,0,0.04,3,False,False,False,False,False,False,False,False,False,False
24,65000,3.0,6000,11.36,0,0.09,2,False,True,False,True,False,False,False,False,False,False
23,65000,3.0,8000,7.14,0,0.12,4,False,False,False,False,False,False,False,False,False,False
24,33600,2.0,9450,7.66,1,0.28,2,False,False,True,False,False,False,False,False,False,False
22,32000,5.0,9500,13.57,0,0.3,3,False,False,True,False,True,False,False,False,False,False
26,47000,5.0,9500,12.87,0,0.2,4,False,False,True,False,True,False,False,False,False,False
25,65000,6.0,7500,13.47,0,0.12,4,False,False,False,False,True,False,False,False,False,False
24,70446,1.0,9550,7.49,0,0.14,3,False,False,True,False,False,False,False,False,False,False
22,65000,1.0,7500,10.08,0,0.12,4,False,False,False,True,False,False,False,False,False,False
25,65000,9.0,7000,11.66,0,0.11,4,False,True,False,False,True,False,False,False,False,True
25,24000,9.0,9600,11.71,1,0.4,4,False,False,True,True,False,False,False,False,False,False
23,65000,0.0,12800,8.38,0,0.2,2,False,False,False,False,False,False,False,False,False,False
23,65000,7.0,5000,7.43,0,0.08,4,False,False,False,False,False,False,False,False,False,False
22,34800,7.0,9600,19.16,1,0.28,2,False,False,True,False,False,False,False,False,True,True
23,65004,7.0,15000,7.88,0,0.23,3,False,False,False,False,False,False,False,False,False,False
26,36996,8.0,9600,11.97,0,0.26,4,False,False,True,False,True,False,False,False,False,True
23,31800,7.0,9600,13.48,1,0.3,3,False,False,True,False,True,False,False,False,False,True
25,34000,7.0,9600,14.54,1,0.28,2,False,False,True,False,False,True,False,False,False,False
22,39000,5.0,9600,16.77,1,0.25,2,False,False,True,False,False,True,False,False,False,True
24,66000,8.0,15000,18.25,0,0.23,4,False,False,False,False,False,True,False,False,False,False
22,54000,6.0,9600,7.9,0,0.18,4,False,False,True,False,False,False,False,False,False,False
25,66000,9.0,15000,7.49,0,0.23,4,False,True,False,False,False,False,False,False,False,False
22,60000,4.0,9600,7.9,0,0.16,3,False,False,True,False,False,False,False,False,False,False
26,66000,7.0,4000,11.99,0,0.06,2,False,False,False,True,False,False,False,False,False,False
23,54000,2.0,9600,20.62,1,0.18,2,False,False,True,False,False,False,False,True,False,True
22,66000,6.0,12000,5.79,0,0.18,3,False,False,False,False,False,False,False,False,False,False
22,65000,6.0,9600,12.99,0,0.15,4,False,False,True,False,True,False,False,False,False,True
23,66000,7.0,10000,9.63,0,0.15,4,False,False,False,True,False,False,False,False,False,False
24,66000,8.0,9600,11.26,0,0.15,3,False,False,True,True,False,False,False,False,False,False
23,66000,0.0,7800,7.88,0,0.12,3,False,False,False,False,False,False,False,False,False,False
25,75000,8.0,9600,12.69,0,0.13,3,False,False,True,True,False,False,False,False,False,False
26,75000,2.0,9600,10.0,0,0.13,4,False,False,True,True,False,False,False,False,False,False
22,66000,7.0,20000,10.25,0,0.3,4,False,False,False,True,False,False,False,False,False,False
23,80000,2.0,9600,7.88,0,0.12,4,False,False,True,False,False,False,False,False,False,False
22,81960,6.0,9600,7.29,0,0.12,2,False,False,True,False,False,False,False,False,False,False
26,60000,9.0,10000,12.21,1,0.17,4,False,False,False,True,False,False,False,False,False,False
22,73000,0.0,9600,8.94,1,0.13,3,False,False,True,False,False,False,False,False,False,False
