person_income,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
36707,9250,16.32,0,0.25,False,False,True,False,False,True,False,False,False,True
65000,11000,11.49,0,0.17,False,False,False,True,False,False,False,False,False,False
39000,9250,9.91,0,0.24,False,False,True,True,False,False,False,False,False,False
30000,9375,11.71,1,0.31,False,False,True,True,False,False,False,False,False,False
65000,2500,6.39,0,0.04,False,False,False,False,False,False,False,False,False,False
65000,6000,11.36,0,0.09,False,True,False,True,False,False,False,False,False,False
65000,8000,7.14,0,0.12,False,False,False,False,False,False,False,False,False,False
33600,9450,7.66,1,0.28,False,False,True,False,False,False,False,False,False,False
32000,9500,13.57,0,0.3,False,False,True,False,True,False,False,False,False,False
47000,9500,12.87,0,0.2,False,False,True,False,True,False,False,False,False,False
65000,7500,13.47,0,0.12,False,False,False,False,True,False,False,False,False,False
70446,9550,7.49,0,0.14,False,False,True,False,False,False,False,False,False,False
65000,7500,10.08,0,0.12,False,False,False,True,False,False,False,False,False,False
65000,7000,11.66,0,0.11,False,True,False,False,True,False,False,False,False,True
24000,9600,11.71,1,0.4,False,False,True,True,False,False,False,False,False,False
65000,12800,8.38,0,0.2,False,False,False,False,False,False,False,False,False,False
65000,5000,7.43,0,0.08,False,False,False,False,False,False,False,False,False,False
34800,9600,19.16,1,0.28,False,False,True,False,False,False,False,False,True,True
65004,15000,7.88,0,0.23,False,False,False,False,False,False,False,False,False,False
36996,9600,11.97,0,0.26,False,False,True,False,True,False,False,False,False,True
31800,9600,13.48,1,0.3,False,False,True,False,True,False,False,False,False,True
34000,9600,14.54,1,0.28,False,False,True,False,False,True,False,False,False,False
39000,9600,16.77,1,0.25,False,False,True,False,False,True,False,False,False,True
66000,15000,18.25,0,0.23,False,False,False,False,False,True,False,False,False,False
54000,9600,7.9,0,0.18,False,False,True,False,False,False,False,False,False,False
66000,15000,7.49,0,0.23,False,True,False,False,False,False,False,False,False,False
60000,9600,7.9,0,0.16,False,False,True,False,False,False,False,False,False,False
66000,4000,11.99,0,0.06,False,False,False,True,False,False,False,False,False,False
54000,9600,20.62,1,0.18,False,False,True,False,False,False,False,True,False,True
66000,12000,5.79,0,0.18,False,False,False,False,False,False,False,False,False,False
65000,9600,12.99,0,0.15,False,False,True,False,True,False,False,False,False,True
66000,10000,9.63,0,0.15,False,False,False,True,False,False,False,False,False,False
66000,9600,11.26,0,0.15,False,False,True,True,False,False,False,False,False,False
66000,7800,7.88,0,0.12,False,False,False,False,False,False,False,False,False,False
75000,9600,12.69,0,0.13,False,False,True,True,False,False,False,False,False,False
75000,9600,10.0,0,0.13,False,False,True,True,False,False,False,False,False,False
66000,20000,10.25,0,0.3,False,False,False,True,False,False,False,False,False,False
80000,9600,7.88,0,0.12,False,False,True,False,False,False,False,False,False,False
81960,9600,7.29,0,0.12,False,False,True,False,False,False,False,False,False,False
60000,10000,12.21,1,0.17,False,False,False,True,False,False,False,False,False,False
73000,9600,8.94,1,0.13,False,False,True,False,False,False,False,False,False,False
88000,9600,5.79,0,0.11,False,False,True,False,False,False,False,False,False,False
94000,9600,12.99,0,0.1,False,False,True,False,True,False,False,False,False,True
66800,2500,11.49,0,0.04,False,False,False,True,False,False,False,False,False,False
66912,16000,12.73,0,0.24,False,False,False,False,True,False,False,False,False,False
66948,20000,10.95,0,0.3,False,True,False,True,False,False,False,False,False,False
67000,3000,7.9,0,0.04,False,False,False,False,False,False,False,False,False,False
21000,10000,12.21,1,0.48,False,False,True,True,False,False,False,False,False,False
23387,10000,7.51,1,0.43,False,False,True,False,False,False,False,False,False,False
23624,10000,9.88,1,0.42,False,False,True,True,False,False,False,False,False,False
24960,10000,9.64,1,0.4,False,False,True,True,False,False,False,False,False,False
67000,10000,12.21,0,0.15,False,False,False,True,False,False,False,False,False,False
25000,10000,8.59,1,0.4,False,False,True,False,False,False,False,False,False,False
25000,10000,14.11,1,0.4,False,False,True,False,False,True,False,False,False,True
67200,5000,9.99,0,0.07,False,False,False,True,False,False,False,False,False,False
26000,10000,10.99,1,0.38,False,False,True,True,False,False,False,False,False,False
26400,10000,16.02,1,0.38,False,False,True,False,False,True,False,False,False,False
67500,3000,7.88,0,0.04,False,False,False,False,False,False,False,False,False,False
26400,10000,9.88,1,0.38,False,False,True,True,False,False,False,False,False,False
28600,10000,11.34,1,0.35,False,False,True,False,True,False,False,False,False,True
30000,10000,19.29,1,0.33,False,False,True,False,False,False,True,False,False,True
68000,10000,7.49,0,0.15,False,False,False,False,False,False,False,False,False,False
30000,10000,13.98,1,0.33,False,False,True,False,True,False,False,False,False,True
68000,10000,10.74,0,0.15,False,False,False,True,False,False,False,False,False,False
30000,10000,11.48,1,0.33,False,False,True,True,False,False,False,False,False,False
68000,12000,5.42,0,0.18,False,False,False,False,False,False,False,False,False,False
30000,10000,11.14,1,0.33,False,False,True,True,False,False,False,False,False,False
30000,10000,8.38,1,0.33,False,False,True,False,False,False,False,False,False,False
31000,10000,8.9,1,0.32,False,False,True,False,False,False,False,False,False,False
68000,24250,12.18,0,0.36,False,True,False,True,False,False,False,False,False,False
68000,21000,13.92,0,0.31,False,True,False,False,True,False,False,False,False,False
68000,5500,15.68,0,0.08,False,False,False,False,False,False,True,False,False,False
31200,10000,12.73,1,0.32,False,False,True,False,True,False,False,False,False,False
32000,10000,6.99,1,0.31,False,False,True,False,False,False,False,False,False,False
68399,10500,6.91,0,0.15,False,False,False,False,False,False,False,False,False,False
62400,4000,18.39,1,0.06,False,True,False,False,False,False,True,False,False,True
32580,10000,11.14,1,0.31,False,False,True,True,False,False,False,False,False,False
33000,10000,11.71,0,0.3,False,False,True,True,False,False,False,False,False,False
69000,13250,6.62,0,0.19,False,False,False,False,False,False,False,False,False,False
69000,15000,7.49,0,0.22,False,False,False,False,False,False,False,False,False,False
69000,5000,14.17,0,0.07,False,False,False,False,True,False,False,False,False,False
35004,10000,12.84,0,0.29,False,False,True,False,True,False,False,False,False,True
69000,20000,10.75,0,0.29,False,False,False,True,False,False,False,False,False,False
69000,11000,10.62,0,0.16,False,False,False,True,False,False,False,False,False,False
69000,7800,12.41,0,0.11,False,False,False,False,True,False,False,False,False,True
69077,10000,7.51,0,0.14,False,False,False,False,False,False,False,False,False,False
36000,10000,11.11,0,0.28,False,False,True,True,False,False,False,False,False,False
69570,1500,7.74,0,0.02,False,True,False,False,False,False,False,False,False,False
36000,10000,11.48,0,0.28,False,False,True,True,False,False,False,False,False,False
69743,1000,14.11,0,0.01,False,False,False,False,False,True,False,False,False,False
37000,10000,13.23,0,0.27,False,False,True,False,True,False,False,False,False,False
38000,10000,13.49,0,0.26,False,False,True,False,True,False,False,False,False,False
69996,25000,10.62,0,0.36,False,False,False,True,False,False,False,False,False,False
38000,10000,10.99,0,0.26,False,False,True,True,False,False,False,False,False,False
38000,10000,7.66,0,0.26,False,False,True,False,False,False,False,False,False,False
69996,15000,13.47,0,0.21,False,False,False,False,True,False,False,False,False,True
38000,10000,12.18,0,0.26,False,False,True,True,False,False,False,False,False,False
70000,10000,6.62,0,0.14,False,False,False,False,False,False,False,False,False,False
38004,10000,10.37,0,0.26,False,False,True,True,False,False,False,False,False,False
38244,10000,7.88,0,0.26,False,False,True,False,False,False,False,False,False,False
33000,10000,12.42,1,0.3,False,False,True,True,False,False,False,False,False,False
70000,1000,12.69,0,0.01,False,False,False,True,False,False,False,False,False,False
70000,10000,12.42,0,0.14,False,True,False,True,False,False,False,False,False,False
70000,17000,7.51,0,0.24,False,False,False,False,False,False,False,False,False,False
34000,10000,6.62,1,0.29,False,False,True,False,False,False,False,False,False,False
64000,14500,5.42,1,0.23,False,False,False,False,False,False,False,False,False,False
40000,10000,8.49,0,0.25,False,False,True,False,False,False,False,False,False,False
40000,10000,7.88,0,0.25,False,False,True,False,False,False,False,False,False,False
70000,25000,10.59,0,0.36,False,False,False,True,False,False,False,False,False,False
70000,4000,7.42,0,0.06,False,True,False,False,False,False,False,False,False,False
42000,10000,5.42,0,0.24,False,False,True,False,False,False,False,False,False,False
42000,10000,13.98,0,0.24,False,False,True,False,True,False,False,False,False,False
36000,10000,11.36,1,0.28,False,False,True,True,False,False,False,False,False,False
70000,8000,10.0,0,0.11,False,False,False,True,False,False,False,False,False,False
70000,12000,5.79,0,0.17,False,False,False,False,False,False,False,False,False,False
44000,10000,7.49,0,0.23,False,False,True,False,False,False,False,False,False,False
44000,10000,14.74,0,0.23,False,False,True,False,False,True,False,False,False,False
70000,8000,7.88,0,0.11,False,False,False,False,False,False,False,False,False,False
45000,10000,6.62,0,0.22,False,False,True,False,False,False,False,False,False,False
70000,12000,7.51,0,0.17,False,False,False,False,False,False,False,False,False,False
39000,10000,11.99,1,0.26,False,False,True,True,False,False,False,False,False,False
70000,8000,14.84,0,0.11,False,False,False,False,False,True,False,False,False,False
70000,5000,11.12,0,0.07,False,False,False,True,False,False,False,False,False,False
70000,6000,7.51,0,0.09,False,False,False,False,False,False,False,False,False,False
39000,10000,15.2,1,0.26,False,False,True,False,False,True,False,False,False,True
39000,10000,16.07,1,0.26,False,False,True,False,False,True,False,False,False,True
70000,4500,7.51,0,0.06,False,False,False,False,False,False,False,False,False,False
45000,10000,17.93,0,0.22,False,False,True,False,False,False,True,False,False,True
70000,12000,17.56,0,0.17,False,False,False,False,False,False,True,False,False,True
70000,3000,7.51,0,0.04,False,False,False,False,False,False,False,False,False,False
23000,4325,11.11,0,0.19,False,False,True,True,False,False,False,False,False,False
35000,4250,6.99,0,0.12,False,False,True,False,False,False,False,False,False,False
70000,24250,12.18,0,0.35,False,True,False,True,False,False,False,False,False,False
48000,4225,9.83,0,0.09,False,False,True,True,False,False,False,False,False,False
70000,25000,15.31,0,0.36,False,False,False,False,False,True,False,False,False,True
70000,5400,12.53,0,0.08,False,False,False,False,True,False,False,False,False,False
70000,9000,9.63,0,0.13,True,False,False,False,False,False,False,False,False,False
70000,8950,11.89,0,0.13,False,False,False,True,False,False,False,False,False,False
34000,4200,16.82,1,0.12,False,False,True,False,False,False,True,False,False,True
35000,4200,10.37,0,0.12,False,False,True,True,False,False,False,False,False,False
47500,4200,8.9,0,0.09,False,False,True,False,False,False,False,False,False,False
65000,6000,8.9,1,0.09,False,False,False,False,False,False,False,False,False,False
71000,14000,10.99,0,0.2,False,True,False,True,False,False,False,False,False,False
61000,4200,6.03,0,0.07,False,False,True,False,False,False,False,False,False,False
60996,4200,15.58,1,0.07,False,False,True,False,False,True,False,False,False,False
71000,3200,7.4,0,0.05,False,False,False,False,False,False,False,False,False,False
70000,4075,5.42,0,0.06,False,False,True,False,False,False,False,False,False,False
71496,15000,15.95,0,0.21,False,False,False,False,False,True,False,False,False,True
12000,4000,13.8,1,0.33,False,False,True,False,True,False,False,False,False,True
71760,3000,19.91,0,0.04,False,False,False,False,False,False,True,False,False,False
47004,10000,15.05,0,0.21,False,False,True,False,False,True,False,False,False,False
72000,18000,7.9,0,0.25,False,False,False,False,False,False,False,False,False,False
48000,10000,6.03,0,0.21,False,False,True,False,False,False,False,False,False,False
72000,12000,16.29,0,0.17,False,False,False,False,False,True,False,False,False,False
72000,5000,12.69,0,0.07,False,False,False,True,False,False,False,False,False,False
72000,12000,6.03,0,0.17,False,False,False,False,False,False,False,False,False,False
72000,18000,20.89,0,0.25,False,False,False,False,False,False,False,True,False,True
48000,10000,14.22,0,0.21,False,False,True,False,True,False,False,False,False,True
48000,10000,13.79,0,0.21,False,False,True,False,True,False,False,False,False,False
72000,12000,5.42,0,0.17,False,False,False,False,False,False,False,False,False,False
50000,10000,11.71,0,0.2,False,False,True,True,False,False,False,False,False,False
50000,10000,11.71,0,0.2,False,False,True,True,False,False,False,False,False,False
50000,10000,8.49,0,0.2,False,False,True,False,False,False,False,False,False,False
50000,10000,7.49,0,0.2,False,False,True,False,False,False,False,False,False,False
72000,10800,6.91,0,0.15,False,False,False,False,False,False,False,False,False,False
72000,5000,11.86,0,0.07,False,False,False,True,False,False,False,False,False,False
72000,8700,6.76,0,0.12,False,False,False,False,False,False,False,False,False,False
72000,15000,16.32,0,0.21,False,False,False,False,False,True,False,False,False,True
50000,10000,7.88,0,0.2,False,False,True,False,False,False,False,False,False,False
50004,10000,12.21,0,0.2,False,False,True,True,False,False,False,False,False,False
72000,15000,10.25,0,0.21,False,True,False,True,False,False,False,False,False,False
45000,10000,11.86,1,0.22,False,False,True,True,False,False,False,False,False,False
72000,20000,13.57,0,0.28,False,False,False,False,True,False,False,False,False,False
51400,10000,10.65,0,0.19,False,False,True,True,False,False,False,False,False,False
51600,10000,9.51,0,0.19,False,False,True,True,False,False,False,False,False,False
72000,5000,12.18,0,0.07,False,False,False,True,False,False,False,False,False,False
51996,10000,13.23,0,0.19,False,False,True,False,True,False,False,False,False,True
46500,10000,14.26,1,0.22,False,False,True,False,True,False,False,False,False,True
72400,25000,17.99,0,0.35,False,False,False,False,False,False,True,False,False,True
54000,10000,13.35,0,0.19,False,False,True,False,True,False,False,False,False,False
54000,10000,11.46,0,0.19,False,False,True,True,False,False,False,False,False,False
54996,10000,7.51,0,0.18,False,False,True,False,False,False,False,False,False,False
72800,11200,13.79,0,0.15,False,False,False,False,True,False,False,False,False,False
72893,20000,13.22,0,0.27,False,False,False,False,True,False,False,False,False,False
72972,10000,12.99,0,0.14,False,False,False,False,True,False,False,False,False,False
55000,10000,10.59,0,0.18,False,False,True,True,False,False,False,False,False,False
55000,10000,5.42,0,0.18,False,False,True,False,False,False,False,False,False,False
49000,10000,16.45,1,0.2,False,False,True,False,False,False,True,False,False,False
56004,10000,11.83,0,0.18,False,False,True,True,False,False,False,False,False,False
57000,10000,14.27,0,0.18,False,False,True,False,True,False,False,False,False,True
73440,35000,9.91,0,0.48,False,True,False,True,False,False,False,False,False,False
67524,10000,9.99,1,0.15,False,False,False,True,False,False,False,False,False,False
58608,10000,7.51,0,0.17,False,False,True,False,False,False,False,False,False,False
74000,15000,15.99,0,0.2,False,True,False,False,False,True,False,False,False,True
60000,10000,13.49,0,0.17,False,False,True,False,True,False,False,False,False,False
54000,10000,10.37,1,0.19,False,False,True,True,False,False,False,False,False,False
68500,9800,14.84,1,0.14,False,False,False,False,False,True,False,False,False,False
74880,8500,7.14,0,0.11,False,False,False,False,False,False,False,False,False,False
54000,10000,14.11,1,0.19,False,False,True,False,False,True,False,False,False,False
75000,10200,6.03,0,0.14,False,False,False,False,False,False,False,False,False,False
69000,15000,10.65,1,0.22,False,False,False,True,False,False,False,False,False,False
75000,10000,13.49,0,0.13,False,False,False,False,True,False,False,False,False,False
75000,11125,13.49,0,0.15,False,False,False,False,True,False,False,False,False,False
45000,4000,7.9,0,0.09,False,False,True,False,False,False,False,False,False,False
69000,14400,10.65,1,0.21,False,False,False,True,False,False,False,False,False,False
45000,4000,13.23,0,0.09,False,False,True,False,True,False,False,False,False,True
75000,21000,12.42,0,0.28,False,True,False,True,False,False,False,False,False,False
75000,7000,8.49,0,0.09,False,False,False,False,False,False,False,False,False,False
75000,5000,8.49,0,0.07,False,True,False,False,False,False,False,False,False,False
65000,10000,12.42,0,0.15,False,False,True,True,False,False,False,False,False,False
65000,10000,7.66,0,0.15,False,False,True,False,False,False,False,False,False,False
75000,9000,5.99,0,0.12,False,False,False,False,False,False,False,False,False,False
65000,10000,5.79,0,0.15,False,False,True,False,False,False,False,False,False,False
75000,4950,10.99,0,0.07,False,False,False,True,False,False,False,False,False,False
65000,10000,9.45,0,0.15,False,False,True,True,False,False,False,False,False,False
68000,10000,16.02,0,0.15,False,False,True,False,False,True,False,False,False,True
62496,10000,11.89,1,0.16,False,False,True,True,False,False,False,False,False,False
75000,6000,6.92,0,0.08,False,False,False,False,False,False,False,False,False,False
69600,10000,8.38,0,0.14,False,False,True,False,False,False,False,False,False,False
75000,6675,6.54,0,0.09,False,True,False,False,False,False,False,False,False,False
70000,10000,6.03,0,0.14,False,False,True,False,False,False,False,False,False,False
75000,19800,15.57,0,0.26,False,False,False,False,False,True,False,False,False,True
75000,9000,7.14,0,0.12,False,False,False,False,False,False,False,False,False,False
72000,10000,17.27,0,0.14,False,False,True,False,False,True,False,False,False,False
75000,1200,11.49,0,0.02,False,False,False,True,False,False,False,False,False,False
72000,10000,10.59,0,0.14,False,False,True,True,False,False,False,False,False,False
72000,10000,6.91,0,0.14,False,False,True,False,False,False,False,False,False,False
75000,5500,11.86,0,0.07,False,False,False,True,False,False,False,False,False,False
73000,10000,7.29,0,0.14,False,False,True,False,False,False,False,False,False,False
73000,10000,11.26,0,0.14,False,False,True,True,False,False,False,False,False,False
75000,20000,13.11,0,0.27,False,False,False,False,True,False,False,False,False,True
75000,10000,9.91,0,0.13,False,False,True,True,False,False,False,False,False,False
75000,8500,11.36,0,0.11,False,True,False,True,False,False,False,False,False,False
75000,10000,11.49,0,0.13,False,False,True,True,False,False,False,False,False,False
75000,10000,7.49,0,0.13,False,False,True,False,False,False,False,False,False,False
75000,5400,8.94,0,0.07,False,False,False,False,False,False,False,False,False,False
69000,10000,17.14,1,0.14,False,False,True,False,False,False,True,False,False,False
75000,10000,11.86,0,0.13,False,False,True,True,False,False,False,False,False,False
75000,10000,13.47,0,0.13,False,False,True,False,True,False,False,False,False,False
75000,15000,11.58,0,0.2,False,False,False,True,False,False,False,False,False,False
75000,5600,8.0,0,0.07,False,False,False,False,False,False,False,False,False,False
74000,10000,7.51,1,0.14,False,False,True,False,False,False,False,False,False,False
80000,10000,8.49,0,0.13,False,False,True,False,False,False,False,False,False,False
80000,10000,8.49,0,0.13,False,False,True,False,False,False,False,False,False,False
80000,10000,12.73,0,0.13,False,False,True,False,True,False,False,False,False,True
75000,10000,11.34,0,0.13,False,False,False,False,True,False,False,False,False,True
69000,2500,9.64,1,0.04,False,False,False,True,False,False,False,False,False,False
80038,10000,10.59,0,0.12,False,False,True,True,False,False,False,False,False,False
82650,10000,12.21,0,0.12,False,False,True,True,False,False,False,False,False,False
75600,10675,6.62,0,0.14,False,False,False,False,False,False,False,False,False,False
75600,14500,9.63,0,0.19,False,False,False,False,False,False,False,False,False,False
75744,15000,10.38,0,0.2,False,False,False,True,False,False,False,False,False,False
75873,1200,10.25,0,0.02,False,False,False,True,False,False,False,False,False,False
76000,12000,6.03,0,0.16,False,False,False,False,False,False,False,False,False,False
73000,10000,18.25,1,0.14,False,False,True,False,False,True,False,False,False,True
85000,10000,10.37,0,0.12,False,False,True,True,False,False,False,False,False,False
85000,10000,13.72,0,0.12,False,False,True,False,True,False,False,False,False,True
76000,6000,12.98,0,0.08,False,False,False,False,True,False,False,False,False,True
76000,20000,6.54,0,0.26,False,False,False,False,False,False,False,False,False,False
85000,10000,16.0,0,0.12,False,False,True,False,False,False,True,False,False,True
70000,15000,13.16,1,0.21,False,False,False,False,True,False,False,False,False,True
90000,10000,7.49,0,0.11,False,False,True,False,False,False,False,False,False,False
90000,10000,7.49,0,0.11,False,False,True,False,False,False,False,False,False,False
70500,14500,7.49,1,0.21,False,False,False,False,False,False,False,False,False,False
76800,12000,8.9,0,0.16,False,False,False,False,False,False,False,False,False,False
76800,12800,6.92,0,0.17,False,False,False,False,False,False,False,False,False,False
76800,8000,14.96,0,0.1,False,False,False,False,False,True,False,False,False,True
95000,10000,6.17,0,0.11,False,False,True,False,False,False,False,False,False,False
29136,10100,13.55,1,0.35,False,False,True,False,False,True,False,False,False,True
77004,15000,9.63,0,0.19,False,False,False,True,False,False,False,False,False,False
55000,10200,12.73,0,0.19,False,False,True,False,True,False,False,False,False,True
100000,10200,12.99,0,0.1,False,False,True,False,True,False,False,False,False,True
29000,11000,8.49,1,0.38,False,False,True,False,False,False,False,False,False,False
30000,11100,6.62,1,0.37,False,False,True,False,False,False,False,False,False,False
78000,7200,6.62,0,0.09,False,False,False,False,False,False,False,False,False,False
72000,8500,15.96,1,0.12,False,False,False,False,True,False,False,False,False,False
78000,15000,8.49,0,0.19,False,False,False,False,False,False,False,False,False,False
26000,11200,16.89,1,0.43,False,False,True,False,False,True,False,False,False,False
78000,12000,13.43,0,0.15,False,False,False,False,True,False,False,False,False,False
78000,1750,10.36,0,0.02,False,False,False,True,False,False,False,False,False,False
45000,11200,10.59,0,0.25,False,False,True,True,False,False,False,False,False,False
78000,14500,7.51,0,0.19,False,False,False,False,False,False,False,False,False,False
61000,11200,9.99,0,0.18,False,False,True,True,False,False,False,False,False,False
61200,11200,6.62,0,0.18,False,False,True,False,False,False,False,False,False,False
78000,4000,7.74,0,0.05,False,True,False,False,False,False,False,False,False,False
68000,11200,11.99,0,0.16,False,False,True,True,False,False,False,False,False,False
72000,11200,10.36,0,0.16,False,False,True,True,False,False,False,False,False,False
82000,11200,5.42,0,0.14,False,False,True,False,False,False,False,False,False,False
180000,11200,5.79,0,0.06,False,False,True,False,False,False,False,False,False,False
72644,5900,7.49,1,0.08,False,False,False,False,False,False,False,False,False,False
79000,8000,5.99,0,0.1,False,False,False,False,False,False,False,False,False,False
60000,11400,15.23,0,0.19,False,False,True,False,True,False,False,False,False,True
79000,14000,13.57,0,0.18,False,False,False,False,True,False,False,False,False,True
79000,7500,10.01,0,0.09,False,False,False,True,False,False,False,False,False,False
80000,4900,15.27,0,0.06,False,False,False,False,True,False,False,False,False,False
80000,18200,7.9,0,0.23,False,False,False,False,False,False,False,False,False,False
44400,11775,13.49,0,0.27,False,False,True,False,True,False,False,False,False,True
50000,11875,10.65,0,0.24,False,False,True,True,False,False,False,False,False,False
80000,11000,6.62,0,0.14,False,False,False,False,False,False,False,False,False,False
80000,2000,15.27,0,0.03,False,False,False,False,True,False,False,False,False,True
24000,12000,14.79,1,0.5,False,False,True,False,True,False,False,False,False,False
24000,12000,10.36,1,0.5,False,False,True,True,False,False,False,False,False,False
24996,12000,9.63,1,0.48,False,False,True,True,False,False,False,False,False,False
80000,2700,10.59,0,0.03,False,True,False,True,False,False,False,False,False,False
30000,12000,11.48,1,0.4,False,False,True,True,False,False,False,False,False,False
33504,12000,13.98,1,0.36,False,False,True,False,True,False,False,False,False,True
80000,25000,14.46,0,0.31,False,False,False,False,False,True,False,False,False,True
33600,12000,9.91,1,0.36,False,False,True,True,False,False,False,False,False,False
80000,20000,6.54,0,0.25,False,False,False,False,False,False,False,False,False,False
80000,9000,9.62,0,0.11,False,True,False,True,False,False,False,False,False,False
34000,12000,14.96,1,0.35,False,False,True,False,False,True,False,False,False,False
80000,16000,7.88,0,0.2,False,False,False,False,False,False,False,False,False,False
29004,12000,12.84,1,0.41,False,False,True,False,True,False,False,False,False,True
80000,4000,7.51,0,0.05,False,False,False,False,False,False,False,False,False,False
80000,11000,12.73,0,0.14,False,False,False,False,True,False,False,False,False,False
80000,12000,13.48,0,0.15,False,False,False,False,True,False,False,False,False,True
80000,25000,10.62,0,0.31,False,False,False,True,False,False,False,False,False,False
80000,5000,7.14,0,0.06,False,False,False,False,False,False,False,False,False,False
80000,5000,14.96,0,0.06,False,False,False,False,False,True,False,False,False,True
38000,12000,11.71,1,0.32,False,False,True,True,False,False,False,False,False,False
74000,10000,11.83,1,0.14,False,False,False,True,False,False,False,False,False,False
38000,12000,13.23,1,0.32,False,False,True,False,True,False,False,False,False,True
80000,6000,8.59,0,0.07,False,False,False,False,False,False,False,False,False,False
80000,15000,12.53,0,0.19,False,False,False,True,False,False,False,False,False,False
80000,8500,11.14,0,0.11,False,False,False,True,False,False,False,False,False,False
80000,7000,13.22,0,0.09,False,True,False,False,True,False,False,False,False,True
74000,15000,15.05,1,0.2,False,False,False,False,False,True,False,False,False,False
39996,12000,9.63,0,0.3,False,False,True,True,False,False,False,False,False,False
80004,15000,11.86,0,0.19,False,False,False,True,False,False,False,False,False,False
40000,12000,11.58,0,0.3,False,False,True,True,False,False,False,False,False,False
36000,12000,9.91,1,0.33,False,False,True,True,False,False,False,False,False,False
42500,12000,11.36,0,0.28,False,False,True,True,False,False,False,False,False,False
81000,10000,8.88,0,0.12,False,False,False,True,False,False,False,False,False,False
43680,12000,10.37,0,0.27,False,False,True,True,False,False,False,False,False,False
44412,12000,13.11,0,0.27,False,False,True,False,True,False,False,False,False,True
81120,15000,10.25,0,0.18,False,False,False,True,False,False,False,False,False,False
81500,20000,6.54,0,0.25,False,False,False,False,False,False,False,False,False,False
81600,1300,6.39,0,0.02,False,False,False,False,False,False,False,False,False,False
45000,12000,5.79,0,0.27,False,False,True,False,False,False,False,False,False,False
45000,12000,11.83,0,0.27,False,False,True,True,False,False,False,False,False,False
39760,12000,16.07,1,0.3,False,False,True,False,False,True,False,False,False,True
45900,12000,10.39,0,0.26,False,False,True,True,False,False,False,False,False,False
82000,19075,7.9,0,0.23,False,False,False,False,False,False,False,False,False,False
82000,5000,16.77,0,0.06,False,False,False,False,False,True,False,False,False,True
46000,12000,5.42,0,0.26,False,False,True,False,False,False,False,False,False,False
82000,3200,5.99,0,0.04,False,False,False,False,False,False,False,False,False,False
46800,12000,15.21,0,0.26,False,False,True,False,False,True,False,False,False,True
82000,9600,10.0,0,0.12,False,False,False,True,False,False,False,False,False,False
82000,8000,5.79,0,0.1,False,False,False,False,False,False,False,False,False,False
48000,12000,6.03,0,0.25,False,False,True,False,False,False,False,False,False,False
82000,6000,6.76,0,0.07,False,False,False,False,False,False,False,False,False,False
48000,12000,16.77,0,0.25,False,False,True,False,False,True,False,False,False,True
82000,14700,9.63,0,0.18,True,False,False,False,False,False,False,False,False,False
82000,4500,15.05,0,0.05,False,False,False,False,False,True,False,False,False,True
82000,8300,11.46,0,0.1,False,False,False,True,False,False,False,False,False,False
82000,7500,12.72,0,0.09,False,False,False,False,True,False,False,False,False,False
60000,12000,7.51,0,0.2,False,False,True,False,False,False,False,False,False,False
60000,12000,7.88,0,0.2,False,False,True,False,False,False,False,False,False,False
60000,12000,10.62,0,0.2,False,False,True,True,False,False,False,False,False,False
60000,12000,14.26,0,0.2,False,False,True,False,True,False,False,False,False,False
60000,12000,12.21,0,0.2,False,False,True,True,False,False,False,False,False,False
60000,12000,9.63,0,0.2,False,False,True,False,False,False,False,False,False,False
83000,17000,10.25,0,0.2,False,False,False,True,False,False,False,False,False,False
83004,5000,6.76,0,0.06,False,False,False,False,False,False,False,False,False,False
84000,7500,12.69,0,0.09,False,False,False,True,False,False,False,False,False,False
84000,3900,11.71,0,0.05,False,False,False,True,False,False,False,False,False,False
84000,4200,5.42,0,0.05,False,False,False,False,False,False,False,False,False,False
84000,28000,8.49,0,0.33,False,False,False,False,False,False,False,False,False,False
84000,12000,11.99,0,0.14,False,False,False,True,False,False,False,False,False,False
30000,3000,11.71,0,0.1,False,False,True,True,False,False,False,False,False,False
84000,25000,10.25,0,0.3,False,False,False,True,False,False,False,False,False,False
84000,8500,11.83,0,0.1,False,False,False,True,False,False,False,False,False,False
84000,20000,11.83,0,0.24,False,True,False,True,False,False,False,False,False,False
62400,12000,7.29,0,0.19,False,False,True,False,False,False,False,False,False,False
84000,4925,9.96,0,0.06,False,False,False,True,False,False,False,False,False,False
64000,12000,13.16,0,0.19,False,False,True,False,True,False,False,False,False,False
64575,12000,7.29,0,0.19,False,False,True,False,False,False,False,False,False,False
84996,8000,15.57,0,0.09,False,True,False,False,False,True,False,False,False,True
65000,12000,14.3,0,0.18,False,False,True,False,False,True,False,False,False,False
68496,12000,15.31,0,0.18,False,False,True,False,False,True,False,False,False,True
69500,12000,10.65,0,0.17,False,False,True,True,False,False,False,False,False,False
69600,12000,7.29,0,0.17,False,False,True,False,False,False,False,False,False,False
85000,14000,16.29,0,0.16,False,True,False,False,False,True,False,False,False,True
70000,12000,10.65,0,0.17,False,False,True,True,False,False,False,False,False,False
70000,12000,6.99,0,0.17,False,False,True,False,False,False,False,False,False,False
